institutionCode	otherCatalogNumbers	preservative	phylum	class	order	family	genus	specificEpithet	year	sequencing_status	sample_collected	sample_collected_by
NHMUK	9528606	80% ethanol	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	depressum	2021	sample_collected	DTOL	NHM
NHMUK	9346859	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Phradis	interstitialis	2021	sample_collected	DTOL	NHM
NHMUK	9424389	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Rhagionidae	Chrysopilus	asiliformis	2021	sample_collected	DTOL	NHM
NHMUK	9419917	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Stratiomyidae	Chloromyia	formosa	2021	sample_collected	DTOL	NHM
NHMUK	9431677	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhorus	exstirpatorius	2021	sample_collected	DTOL	NHM
NHMUK	9346780	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Silphidae	Necrodes	littoralis	2021	sample_collected	DTOL	NHM
NHMUK	9418788	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Curculionidae	Otiorhynchus	armadillo	2021	sample_collected	DTOL	NHM
NHMUK	9419873	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Syrphidae	Merodon	equestris	2021	sample_collected	DTOL	NHM
NHMUK	9582328	80% ethanol	Arthropoda	Diplopoda	Polydesmida	Macrosternodesmidae	Macrosternodesmus	palicola	2021	sample_collected	DTOL	NHM
NHMUK	9610878	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Itoplectis	maculator	2022	sample_collected	DTOL	NHM
NHMUK	9295499	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Curculionidae	Taphrorychus	bicolor	2021	sample_collected	DTOL	NHM
NHMUK	9528650	80% ethanol	Arthropoda	Malacostraca	Isopoda	Porcellionidae	Porcellio	scaber	2021	sample_collected	DTOL	NHM
NHMUK	9383061	Dry frozen (-80°C)	Arthropoda	Insecta	Hemiptera	Aradidae	Aradus	betulae	2021	sample_collected	DTOL	NHM
NHMUK	9809791	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Curculionidae	Miarus	campanulae	2022	sample_collected	DTOL	NHM
NHMUK	9431676	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Diplazon	laetatorius	2021	sample_collected	DTOL	NHM
NHMUK	9431711	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	tarsata	2021	sample_collected	DTOL	NHM
NHMUK	9557365	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Aleiodes	gastritor	2022	sample_collected	DTOL	NHM
NHMUK	9528630	80% ethanol	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	vulgare	2021	sample_collected	DTOL	NHM
NHMUK	9528639	80% ethanol	Arthropoda	Malacostraca	Isopoda	Trichoniscidae	Haplophthalmus	danicus	2021	sample_collected	DTOL	NHM
NHMUK	9346873	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Phradis	interstitialis	2020	sample_collected	DTOL	NHM
NHMUK	9470223	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Ophion	minutus	2021	sample_collected	DTOL	NHM
NHMUK	9777132	Dry frozen (-80°C)	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pammene	giganteana	2022	sample_collected	DTOL	NHM
NHMUK	9528587	80% ethanol	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion	distinctus	2021	sample_collected	DTOL	NHM
NHMUK	9294730	Liquid Nitrogen	Arthropoda	Insecta	Hymenoptera	Aphelinidae	Aphelinus	asychis	2021	sample_collected	DTOL	NHM
NHMUK	9346815	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Agelastica	alni	2021	sample_collected	DTOL	NHM
NHMUK	9528544	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Cyclogastrella	simplex	2022	sample_collected	DTOL	NHM
NHMUK	9505142	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	melanura	2021	sample_collected	DTOL	NHM
NHMUK	9809782	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	haemorrhoidalis	2022	sample_collected	DTOL	NHM
NHMUK	9505111	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Callitula	bicolor	2021	sample_collected	DTOL	NHM
NHMUK	9528659	80% ethanol	Arthropoda	Malacostraca	Isopoda				2021	sample_collected	DTOL	NHM
NHMUK	9528603	80% ethanol	Arthropoda	Malacostraca	Isopoda	Trichoniscidae	Trichoniscus	pygmaeus	2021	sample_collected	DTOL	NHM
NHMUK	9346855	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Phradis	interstitialis	2021	sample_collected	DTOL	NHM
NHMUK	9557363	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Aleiodes	gastritor	2022	sample_collected	DTOL	NHM
NHMUK	9431706	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Sussaba	pulchella	2021	sample_collected	DTOL	NHM
NHMUK	9413212	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Longitarsus	exsoletus	2021	sample_collected	DTOL	NHM
NHMUK	9413265	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Muscidae	Stomoxys	calcitrans	2021	sample_collected	DTOL	NHM
NHMUK	9419918	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinus	aeneus	2021	sample_collected	DTOL	NHM
NHMUK	9582326	80% ethanol	Arthropoda	Diplopoda	Polydesmida	Macrosternodesmidae	Macrosternodesmus	palicola	2021	sample_collected	DTOL	NHM
NHMUK	9424350	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Syrphidae	Xylota	segnis	2021	sample_collected	DTOL	NHM
NHMUK	9528602	80% ethanol	Arthropoda	Malacostraca	Isopoda	Platyarthridae	Platyarthrus	hoffmannseggii	2021	sample_collected	DTOL	NHM
NHMUK	9458832	Dry frozen (-80°C)	Arthropoda	Insecta	Hemiptera	Coreidae	Enoplops	scapha	2021	sample_collected	DTOL	NHM
NHMUK	9968899	Dry frozen (-80°C)	Echinodermata	Holothuroidea	Persiculida	Gephyrothuriidae	Paroriza	prouhoi	2022	sample_collected	DTOL	NHM
NHMUK	9809792	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Apionidae	Oxystoma	pomonae	2022	sample_collected	DTOL	NHM
NHMUK	9346802	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Tenthredinidae	Cephus	spinipes	2021	sample_collected	DTOL	NHM
NHMUK	9528576	80% ethanol	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	nasatum	2021	sample_collected	DTOL	NHM
NHMUK	9809675	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Cantharidae	Rhagonycha	lutea	2022	sample_collected	DTOL	NHM
NHMUK	9419889	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Stratiomyidae	Chorisops	tibialis	2021	sample_collected	DTOL	NHM
NHMUK	9419888	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Stratiomyidae	Chorisops	tibialis	2021	sample_collected	DTOL	NHM
NHMUK	9968851	Dry frozen (-80°C)	Arthropoda	Malacostraca	Decapoda	Munidopsidae	Munidopsis	parfaiti	2022	sample_collected	DTOL	NHM
NHMUK	9365927	Dry frozen (-80°C)	Arthropoda	Insecta	Lepidoptera	Oecophoridae	Metalampra	italica	2021	sample_collected	DTOL	NHM
NHMUK	9777129	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Mycetophilidae	Greenomyia	mongolica	2019	sample_collected	DTOL	NHM
NHMUK	9346811	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Bathyplectes		2021	sample_collected	DTOL	NHM
NHMUK	9346853	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Phradis	interstitialis	2021	sample_collected	DTOL	NHM
NHMUK	9528542	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Coelopidae	Coelopa	frigida	2021	sample_collected	DTOL	NHM
NHMUK	9777136	80% ethanol	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu	aspersum	2022	sample_collected	DTOL	NHM
NHMUK	9413304	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Coccinellidae	Tytthaspis	sedecimpunctata	2021	sample_collected	DTOL	NHM
NHMUK	9528564	80% ethanol	Arthropoda	Arachnida	Opiliones	Nemastomatidae	Nemastoma	bimaculatum	2021	sample_collected	DTOL	NHM
NHMUK	9528561	80% ethanol	Arthropoda	Arachnida	Opiliones	Nemastomatidae	Nemastoma	bimaculatum	2021	sample_collected	DTOL	NHM
NHMUK	9809681	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Curculionidae	Mecinus	pascuorum	2022	sample_collected	DTOL	NHM
NHMUK	9346816	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Tryphon	trochanteratus	2021	sample_collected	DTOL	NHM
NHMUK	9419915	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Rhagionidae	Rhagio	tringarius	2021	sample_collected	DTOL	NHM
NHMUK	9295498	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Monotomidae	Rhizophagus	dispar	2021	sample_collected	DTOL	NHM
NHMUK	9383053	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Curculionidae	Ceutorhynchus	obstrictus	2021	sample_collected	DTOL	NHM
NHMUK	9528637	80% ethanol	Arthropoda	Malacostraca	Isopoda	Trichoniscidae	Haplophthalmus	danicus	2021	sample_collected	DTOL	NHM
NHMUK	9424358	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Crabronidae	Rhopalum	clavipes	2021	sample_collected	DTOL	NHM
NHMUK	9582363	80% ethanol	Arthropoda	Malacostraca	Isopoda	Trichoniscidae	Haplophthalmus	montivagus	2021	sample_collected	DTOL	NHM
NHMUK	9470222	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Ophion	minutus	2021	sample_collected	DTOL	NHM
NHMUK	9582365	80% ethanol	Arthropoda	Malacostraca	Isopoda	Trichoniscidae	Haplophthalmus	montivagus	2021	sample_collected	DTOL	NHM
NHMUK	9383047	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Nanophyidae	Nanophyes	marmoratus	2021	sample_collected	DTOL	NHM
NHMUK	9424412	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Stratiomyidae	Beris	vallata	2021	sample_collected	DTOL	NHM
NHMUK	9431686	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Macrocentrus	linearis	2021	sample_collected	DTOL	NHM
NHMUK	9809778	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina	americana	2022	sample_collected	DTOL	NHM
NHMUK	9809758	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Dermestidae	Dermestes	maculatus	2022	sample_collected	DTOL	NHM
NHMUK	9424313	Dry frozen (-80°C)	Arthropoda	Insecta	Hemiptera	Nepidae	Nepa	cinerea	2021	sample_collected	DTOL	NHM
NHMUK	9406890	Dry frozen (-80°C)	Arthropoda	Insecta	Neuroptera	Coniopterygidae	Conwentzia	psociformis	2021	sample_collected	DTOL	NHM
NHMUK	9346821	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Collyria	trichophthalma	2021	sample_collected	DTOL	NHM
NHMUK	9528568	80% ethanol	Arthropoda	Malacostraca	Isopoda	Philosciidae	Philoscia	muscorum	2021	sample_collected	DTOL	NHM
NHMUK	9346851	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Phradis	interstitialis	2021	sample_collected	DTOL	NHM
NHMUK	9431678	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Ecphylus	silesiacus	2021	sample_collected	DTOL	NHM
NHMUK	9387999	Dry frozen (-80°C)	Arthropoda	Insecta	Hemiptera	Lygaeidae	Arocatus	longiceps	2021	sample_collected	DTOL	NHM
NHMUK	9394977	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Diapriidae	Platymischus	dilatatus	2021	sample_collected	DTOL	NHM
NHMUK	9413224	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Cantharidae	Malthinus	seriepunctatus	2021	sample_collected	DTOL	NHM
NHMUK	9424314	Dry frozen (-80°C)	Arthropoda	Insecta	Hemiptera	Notonectidae	Notonecta	obliqua	2021	sample_collected	DTOL	NHM
NHMUK	9809683	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus	loti	2022	sample_collected	DTOL	NHM
NHMUK	9346847	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Conopidae	Myopa	tessellatipennis	2021	sample_collected	DTOL	NHM
NHMUK	9505053	Dry frozen (-80°C)	Arthropoda	Insecta	Ephemeroptera	Baetidae	Procloeon	bifidum	2021	sample_collected	DTOL	NHM
NHMUK	9425337	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Lysibia	nanus	2021	sample_collected	DTOL	NHM
NHMUK	9528556	80% ethanol	Mollusca			Limacidae	Lehmannia	marginata	2021	sample_collected	DTOL	NHM
NHMUK	9346854	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Phradis	interstitialis	2021	sample_collected	DTOL	NHM
NHMUK	9419860	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina	herbacea	2021	sample_collected	DTOL	NHM
NHMUK	9528577	80% ethanol	Mollusca	Gastropoda	Stylommatophora	Valloniidae	Vallonia	excentrica	2021	sample_collected	DTOL	NHM
NHMUK	9346860	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Agrypon	varitarsum	2021	sample_collected	DTOL	NHM
NHMUK	9431705	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Sussaba	pulchella	2021	sample_collected	DTOL	NHM
NHMUK	9470216	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Charmon	cruentatus	2021	sample_collected	DTOL	NHM
NHMUK	9968897	Dry frozen (-80°C)	Arthropoda	Malacostraca	Amphipoda	Eurytheneidae	Eurythenes	obesus	2022	sample_collected	DTOL	NHM
NHMUK	9809674	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Cantharidae	Rhagonycha	lignosa	2022	sample_collected	DTOL	NHM
NHMUK	9346869	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Ophion	minutus	2021	sample_collected	DTOL	NHM
NHMUK	9419879	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Tipulidae	Nephrotoma	flavipalpis	2021	sample_collected	DTOL	NHM
NHMUK	9424419	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Syrphidae	Platycheirus	albimanus	2021	sample_collected	DTOL	NHM
NHMUK	9431674	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Scelionidae	Scelio		2021	sample_collected	DTOL	NHM
NHMUK	9424342	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Asilidae	Machimus	atricapillus	2021	sample_collected	DTOL	NHM
NHMUK	9424317	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina	haemoptera	2021	sample_collected	DTOL	NHM
NHMUK	9470217	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Charmon	cruentatus	2021	sample_collected	DTOL	NHM
NHMUK	9424420	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Dolichopodidae	Poecilobothrus	nobilitatus	2021	sample_collected	DTOL	NHM
NHMUK	9424320	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Noteridae	Noterus	clavicornis	2021	sample_collected	DTOL	NHM
NHMUK	9528632	80% ethanol	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	vulgare	2021	sample_collected	DTOL	NHM
NHMUK	9968902	Dry frozen (-80°C)	Echinodermata	Holothuroidea	Persiculida	Molpadiodemidae	Molpadiodemas	villosus	2022	sample_collected	DTOL	NHM
NHMUK	9528636	80% ethanol	Arthropoda	Malacostraca	Isopoda	Trichoniscidae	Haplophthalmus	danicus	2021	sample_collected	DTOL	NHM
NHMUK	9418787	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Coccinellidae	Calvia	quatuordecimguttata	2021	sample_collected	DTOL	NHM
NHMUK	9532601	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Sciomyzidae	Pherbina	coryleti	2021	sample_collected	DTOL	NHM
NHMUK	9405742	Dry frozen (-80°C)	Arthropoda	Insecta	Plecoptera	Nemouridae	Protonemura	montana	2021	sample_collected	DTOL	NHM
NHMUK	9424365	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Asilidae	Dioctria	baumhaueri	2021	sample_collected	DTOL	NHM
NHMUK	9505143	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	fulvipennis	2021	sample_collected	DTOL	NHM
NHMUK	9431684	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Stenichneumon	culpator	2021	sample_collected	DTOL	NHM
NHMUK	9801707	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Ophion	minutus	2022	sample_collected	DTOL	NHM
NHMUK	9413248	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Longitarsus	pellucidus	2021	sample_collected	DTOL	NHM
NHMUK	9968903	Dry frozen (-80°C)	Echinodermata	Asteroidea	Spinulosida	Echinasteridae	Henricia		2022	sample_collected	DTOL	NHM
NHMUK	9377816	Dry frozen (-80°C)	Arthropoda	Insecta	Lepidoptera	Yponomeutidae	Argyresthia	retinella	2021	sample_collected	DTOL	NHM
NHMUK	9424348	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Syrphidae	Criorhina	floccosa	2021	sample_collected	DTOL	NHM
NHMUK	9413216	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Longitarsus	exsoletus	2021	sample_collected	DTOL	NHM
NHMUK	9295496	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Curculionidae	Orchestes	fagi	2021	sample_collected	DTOL	NHM
NHMUK	9968859	Dry frozen (-80°C)	Arthropoda	Malacostraca	Decapoda	Acanthephyridae	Acanthephyra	pelagica	2022	sample_collected	DTOL	NHM
NHMUK	9419921	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Syrphidae	Chrysotoxum	bicinctum	2021	sample_collected	DTOL	NHM
NHMUK	9387944	Dry frozen (-80°C)	Arthropoda	Insecta	Lepidoptera	Nepticulidae	Ectoedemia	heringella	2021	sample_collected	DTOL	NHM
NHMUK	9383052	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris	asparagi	2021	sample_collected	DTOL	NHM
NHMUK	9346812	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Tiphiidae	Tiphia	minuta	2021	sample_collected	DTOL	NHM
NHMUK	9634767	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Carabidae	Platyderus	depressus	2022	sample_collected	DTOL	NHM
NHMUK	9968860	Dry frozen (-80°C)	Arthropoda	Malacostraca	Mysidacea	Eucopiidae	Gnathophausia		2022	sample_collected	DTOL	NHM
NHMUK	9505109	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Callitula	bicolor	2021	sample_collected	DTOL	NHM
NHMUK	9424315	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Phylan	gibbus	2021	sample_collected	DTOL	NHM
NHMUK	9424367	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Asilidae	Leptogaster	cylindrica	2021	sample_collected	DTOL	NHM
NHMUK	9406888	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Lissonota	fundator	2021	sample_collected	DTOL	NHM
NHMUK	9405741	Dry frozen (-80°C)	Arthropoda	Insecta	Plecoptera	Nemouridae	Protonemura	montana	2021	sample_collected	DTOL	NHM
