Order	Family	Genus	Species	femalediploidnumber	malediploidnumber	Chromosome_number	haploidnumber	reproductivemode	sexchromosome	notes	citation	femalediploidnumber/malediploidnumber
Phasmatodea	Phasmidae	Bostra	Bostra sp.	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Phasmatodea	Phasmidae	Carausius	Carausius furcillatus	NA	66		33				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	NA/66
Phasmatodea	Phasmidae	Carausius	Carausius furcillatus	NA	87		44				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	NA/87
Phasmatodea	Phasmidae	Carausius	Carausius juvenilis	42	41		21	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	42/41
Phasmatodea	Phasmidae	Carausius	Carausius rotundatolobatus	22	21		11	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	22/21
Phasmatodea	Phasmidae	Carausius	Carausius sp.	42	41		21	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	42/41
Phasmatodea	Phasmidae	Carausius	Carausius theiseni	NA	41		21				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	NA/41
Phasmatodea	Phasmidae	Carnacia	Carnacia telesphorus	44	43		22	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	44/43
Phasmatodea	Phasmidae	Ctenomorphodes	Ctenomorphodes sp.2	40	NA		20				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	40/NA
Phasmatodea	Phasmidae	Ctenomorphodes	Ctenomorphodes tessulatus	38	37		19	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	38/37
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	27	26		14	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	27/26
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	29	28		15	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	29/28
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	29	28		15	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	29/28
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	31	30		16	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	31/30
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	32	31		16	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	32/31
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	33	32		17	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	33/32
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	33	33		17	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	33/33
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	38	37		19	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	38/37
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	40	39		20	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	40/39
Phasmatodea	Phasmidae	Didymuria	Didymuria violescens	40	39		20	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	40/39
Phasmatodea	Phasmidae	Dubreuilia	Dubreuilia lineata	26	25		13	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	26/25
Phasmatodea	Phasmidae	Dyme	Dyme krugiana	50	49		25	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	50/49
Phasmatodea	Phasmidae	Genus7	Genus7 longiceps	42	NA		21				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	42/NA
Phasmatodea	Phasmidae	Genus8	Genus8 sp1	46	45		23	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	46/45
Phasmatodea	Phasmidae	Lampionus	Lampionus sp.	24	23		12	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	24/23
Phasmatodea	Phasmidae	Lampionus	Lampionus sp.I	30	29		15	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	30/29
Phasmatodea	Phasmidae	Lampionus	Lampionus sp.III	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Phasmatodea	Phasmidae	Lampionus	Lampionus sp.V	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Phasmatodea	Phasmidae	Menexenus	Menexenus semiarmatus	46	45		23	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	46/45
Phasmatodea	Phasmidae	Orxines	Orxines macklotti	38	37		19	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	38/37
Phasmatodea	Phasmidae	Pachymorpha	Pachymorpha simplicipes	34	NA		17				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	34/NA
Phasmatodea	Phasmidae	Pachymorpha	Pachymorpha sp.3	30	29		15	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	30/29
Phasmatodea	Phasmidae	Pachymorpha	Pachymorpha squalida	34	33		17	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	34/33
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea annulatus	30	29		15	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	30/29
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea cercata	40	39		20	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	40/39
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea granulosa	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea sp2	40	39		20	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	40/39
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea sp3	28	27		14	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	28/27
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea sp4	39	38		20	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	39/38
Phasmatodea	Phasmidae	Parasipyloidea	Parasipyloidea sp5	39	38		20	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	39/38
Phasmatodea	Phasmidae	Parasosibia	Parasosibia parva	54	53		27	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	54/53
Phasmatodea	Phasmidae	Phibalosoma	Phibalosoma phyllinum	42	41		21	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	42/41
Phasmatodea	Phasmidae	Phobaeticus	Phobaeticus sinetyi	52	51		26	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	52/51
Phasmatodea	Phasmidae	Podacanthus	Podacanthus typhon	28	28		14	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	28/28
Phasmatodea	Phasmidae	Podacanthus	Podacanthus viridiroseus	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Phasmatodea	Phasmidae	Pseudobacteria	Pseudobacteria sp.	48	46		24	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	48/46
Phasmatodea	Phasmidae	Sipyloidea	Sipyloidea panaeticus	22	21		11	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	22/21
Phasmatodea	Phasmidae	Sipyloidea	Sipyloidea sp6	38	NA		19				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	38/NA
Phasmatodea	Phasmidae	Tropiderus	Tropiderus childrenii	34	33		17	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	34/33
Phasmatodea	Phasmidae	Vetilia	Vetilia enceladus	38	38		19	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	38/38
Phasmatodea	Phylliidae	Acanthoderus	Acanthoderus grandis	44	43		22	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	44/43
Phasmatodea	Phylliidae	Acanthoderus	Acanthoderus inermis	44	43		22	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	44/43
Phasmatodea	Phylliidae	Bacillus	Bacillus libanicus	NA	NA		NA	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	NA/NA
Phasmatodea	Phylliidae	Epibacillus	Epibacillus lobipes	NA	36		18				White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	NA/36
Phasmatodea	Phylliidae	Isagoras	Isagoras schraderi	34	34		17	gonochorous	XY		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	34/34
Phasmatodea	Phylliidae	Isagoras	Isagoras sp.	48	47		24	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	48/47
Phasmatodea	Phylliidae	Isagoras	Isagoras subaquilus	28	27		14	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	28/27
Phasmatodea	Phylliidae	Phalces	Phalces longiscaphus	36	35		18	gonochorous	XO		White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.	36/35
Orthoptera	Phalangopsidae	Endecous	Endecous alejomesai	22	21		11	gonochorous	XO		Zefa, E., Fontanetti, C. S., & Martins, L. D. P. (2010). Cytotaxonomy of the crickets Endecous Saussure, 1878 with an overview of the chromosomes of Phalangopsinae Group (Orthoptera: Phalangopsinae).Zootaxa,2498(1), 53-58.	22/21
Orthoptera	Phalangopsidae	Endecous	Endecous batariensis	22	21		11	gonochorous	XO		Zefa, E., Fontanetti, C. S., & Martins, L. D. P. (2010). Cytotaxonomy of the crickets Endecous Saussure, 1878 with an overview of the chromosomes of Phalangopsinae Group (Orthoptera: Phalangopsinae).Zootaxa,2498(1), 53-58.	22/21
Orthoptera	Phalangopsidae	Endecous	Endecous cavernicolus	22	21		11	gonochorous	XO		Zefa, E., Fontanetti, C. S., & Martins, L. D. P. (2010). Cytotaxonomy of the crickets Endecous Saussure, 1878 with an overview of the chromosomes of Phalangopsinae Group (Orthoptera: Phalangopsinae).Zootaxa,2498(1), 53-58.	22/21
Orthoptera	Phalangopsidae	Endecous	Endecous itatibensis	20	19		10	gonochorous	XO		Zefa, E., Fontanetti, C. S., & Martins, L. D. P. (2010). Cytotaxonomy of the crickets Endecous Saussure, 1878 with an overview of the chromosomes of Phalangopsinae Group (Orthoptera: Phalangopsinae).Zootaxa,2498(1), 53-58.	20/19
Orthoptera	Phalangopsidae	Endecous	Endecous onthophagus	20	19		10	gonochorous	XO		Zefa, E., Fontanetti, C. S., & Martins, L. D. P. (2010). Cytotaxonomy of the crickets Endecous Saussure, 1878 with an overview of the chromosomes of Phalangopsinae Group (Orthoptera: Phalangopsinae).Zootaxa,2498(1), 53-58.	20/19
