Order	Family	Genus	Species	femalediploidnumber	malediploidnumber	Chromosome_number	haploidnumber	reproductivemode	sexchromosome	notes	citation	femalediploidnumber/malediploidnumber
Isoptera	Termitidae	Mastotermes	Mastotermes darwiniensis	98	98		49	gonochorous	XY	" multivalent absent"	Bedo DG (1987) undifferentiated sex chromosomes in Mastotermes darwiniensis Froggatt (Isoptera; Mastotermitidae) and the evolution of eusociality in termites. Genome 29: 76-79.	98/98
Blattodea	Polyphagidae	Cryptocercus	Cryptocercus primarius	20	19		10	gonochorous	XO	" multivalent absent order listed as Dictyoptera"	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	20/19
Blattodea	Polyphagidae	Cryptocercus	Cryptocercus relictus	18	17		9	gonochorous	XO	" multivalent absent order listed as Dictyoptera"	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	18/17
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes domesticus	30	29		15	gonochorous	XXY	X1X1X2X2/X1X2Y1	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	30/29
Isoptera	Kalotermitidae	Cryptotermes	Cryptotermes domesticus	30	29		15	gonochorous	XXY	X1X1X2X2/X1X2Y1	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	30/29
Isoptera	Kalotermitidae	Kalotermes	Kalotermes flavicollis	68	67		34	gonochorous	XXY	X1X1X2X2/X1X2Y1	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	68/67
Isoptera	Rhinotermitidae	Coptotermes	Coptotermes acinaciformis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Rhinotermitidae	Reticulitermes	Reticulitermes lucifugus grassei	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Rhinotermitidae	Reticulitermes	Reticulitermes urbis	42	42		21	gonochorous	homomorphic		Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Amitermes	Amitermes darwini	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Amitermes	Amitermes eucalipti	42	NA		21				Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/NA
Isoptera	Termitidae	Amitermes	Amitermes germanus	42	NA		21				Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/NA
Isoptera	Termitidae	Amitermes	Amitermes parvus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Drepanotermes	Drepanotermes septentrionalis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Ephelotermes	Ephelotermes melachoma	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Ephelotermes	Ephelotermes taylori	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Lophotermes	Lophotermes septentrionalis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Macrognathotermes	Macrognathotermes sunteri	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Microcerotermes	Microcerotermes boreus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Microcerotermes	Microcerotermes nervosus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Nasutitermes	Nasutitermes graveolus	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Nasutitermes	Nasutitermes longipennis	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Nasutitermes	Nasutitermes triodiae	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Isoptera	Termitidae	Tumulitermes	Tumulitermes pastinator	42	42		21	gonochorous	XXYY	X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males	Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753.	42/42
Phasmatodea	Phylliidae	Leptynia	Leptynia attenuata	36	35		18	gonochorous	XO		Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.	36/35
Phasmatodea	Phylliidae	Leptynia	Leptynia attenuata	36	36		18	gonochorous	XY		Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.	36/36
Phasmatodea	Phylliidae	Leptynia	Leptynia caprai	40	39		20	gonochorous	XO		Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.	40/39
Phasmatodea	Phylliidae	Leptynia	Leptynia montana	38	37		19	gonochorous	XO		Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.	38/37
Phasmatodea	Phylliidae	Leptynia	Leptynia sp.	40	39		20	gonochorous	XO		Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.	40/39
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa marismortui	24	23		12	gonochorous	XO		Broza, M., Blondheim, S., & Nevo, E. (1998). New species of mole crickets of the Gryllotalpa gryllotalpa group (Orthoptera: Gryllotalpidae) from Israel, based on morphology, song recordings, chromosomes and cuticular hydrocarbons, with comments on the distribution of the group in Europe and the Mediterranean region.Systematic Entomology,23(2), 125-135.	24/23
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa tali	20	19		10	gonochorous	XO		Broza, M., Blondheim, S., & Nevo, E. (1998). New species of mole crickets of the Gryllotalpa gryllotalpa group (Orthoptera: Gryllotalpidae) from Israel, based on morphology, song recordings, chromosomes and cuticular hydrocarbons, with comments on the distribution of the group in Europe and the Mediterranean region.Systematic Entomology,23(2), 125-135.	20/19
Orthoptera	Acrididae	Baeacris	Baeacris punctulatus	22	22		11	gonochorous	XY		Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/22
Orthoptera	Acrididae	Dichromatos	Dichromatos corupa	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Dichromatos	Dichromatos lilloanus	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Dichromatos	Dichromatos montanus	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Dichromatos	Dichromatos schrottkyi	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Leiotettix	Leiotettix politus	14	14		7	gonochorous	XY		Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	14/14
Orthoptera	Acrididae	Leiotettix	Leiotettix politus	14	13		7	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	14/13
Orthoptera	Acrididae	Paratylotropidia	Paratylotropidia morsei	NA	NA		NA	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	NA/NA
Orthoptera	Acrididae	Ronderosia	Ronderosia dubius	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Ronderosia	Ronderosia robustus	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Scotussa	Scotussa daguerrei	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Acrididae	Scotussa	Scotussa daguerrei	22	21		11	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	22/21
Orthoptera	Lentulidae	Karruacris	Karruacris browni	NA	NA		NA	gonochorous	XXY	X1X1X2X2/X1X2Y	Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231.	NA/NA
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa gryllotalpa	12	12		6	gonochorous	XY	some populations with 1-4 b chromosomes	Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50.	12/12
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa stepposa	12	12		6	gonochorous	XY	1-2 additional autosomes in some populations	Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50.	12/12
Orthoptera	Gryllotalpidae	Gryllotalpa	Gryllotalpa unispina	20	19		10	gonochorous	XO		Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50.	20/19
Phasmatodea	Phylliidae	Pijnackeria	Pijnackeria hispanica	38	37		19	gonochorous	XO		Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268.	38/37
Phasmatodea	Phylliidae	Pijnackeria	Pijnackeria hispanica	54	54		27				Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268.	54/54
Phasmatodea	Phylliidae	Pijnackeria	Pijnackeria hispanica	57	NA		29				Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268.	57/NA
Phasmatodea	Phylliidae	Pijnackeria	Pijnackeria hispanica	76	NA		38				Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268.	76/NA
Orthoptera	Tettigoniidae	Aerotegmina	Aerotegmina kilimandjarica	34	33		17	gonochorous	XO		Hemp, C., Heller, K. G., Warchalowska-Sliwa, E., & Hemp, A. (2013). The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species.Organisms Diversity & Evolution,13(4), 521-530.	34/33
Orthoptera	Tettigoniidae	Aerotegmina	Aerotegmina shengenae	28	27		14	gonochorous	XO		Hemp, C., Heller, K. G., Warchalowska-Sliwa, E., & Hemp, A. (2013). The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species.Organisms Diversity & Evolution,13(4), 521-530.	28/27
Dermaptera	Arixenidae	Arixenia	Arixenia esau	60	60		30	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	60/60
Dermaptera	Forficulidae	Anechura	Anechura bipunctata	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Apterygida	Apterygida albipennis	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XY	XY males (fused X1X2)	Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	25		12	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/25
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Forficulidae	Forficula	Forficula auricularia	24	NA		12				Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/NA
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	24		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/24
Dermaptera	Forficulidae	Forficula	Forficula auricularia	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Forficulidae	Forficula	Forficula scudderi	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula scudderi	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Forficulidae	Forficula	Forficula smyrnensis	22	21		11	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	22/21
Dermaptera	Forficulidae	Forficula	Forficula smyrnensis	29	21		15	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	29/21
Dermaptera	Forficulidae	Pseudochelidura	Pseudochelidura sinuata	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Hemimeridae	Hemimerus	Hemimerus bouvieri	8	7		4	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	8/7
Dermaptera	Labiduridae	Anisolabis	Anisolabis marginalis	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Anisolabis	Anisolabis maritima	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Anisolabis	Anisolabis sp	44	42		22	gonochorous	XXXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	44/42
Dermaptera	Labiduridae	Euborellia	Euborellia annulipes	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Euborellia	Euborellia moesta	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Euborellia	Euborellia stali	26	25		13	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	26/25
Dermaptera	Labiduridae	Gonolabis	Gonolabis brunneri	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Labiduridae	Labidura	Labidura bidens	12	12		6	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	12/12
Dermaptera	Labiduridae	Labidura	Labidura riparia	12	12		6	gonochorous	XY	heterochromatic Y from Brazil	Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	12/12
Dermaptera	Labiduridae	Labidura	Labidura riparia	12	12		6	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	12/12
Dermaptera	Labiduridae	Labidura	Labidura riparia	14	14		7	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	14/14
Dermaptera	Labiduridae	Labidura	Labidura truncata	10	10		5	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	10/10
Dermaptera	Labiduridae	Labidura	Labidura truncata	10	10		5	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	10/10
Dermaptera	Labiduridae	Nala	Nala lividipes	34	34		17	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	34/34
Dermaptera	Labiduridae	Nala	Nala lividipes	38	37		19	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	38/37
Dermaptera	Labiduridae	Nala	Nala lividipes	40	40		20	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	40/40
Dermaptera	Labiduridae	Notolabis	Notolabis occidentalis	24	24		12	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	24/24
Dermaptera	Labiduridae	Parisopsalis	Parisopsalis spryi	34	32		17	gonochorous	XXXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	34/32
Dermaptera	Labiidae	Chaetospania	Chaetospania brunner	34	31		17	gonochorous	XXXXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	34/31
Dermaptera	Labiidae	Chaetospania	Chaetospania sp.1	22	21		11	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	22/21
Dermaptera	Labiidae	Chaetospania	Chaetospania sp.2	22	21		11	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	22/21
Dermaptera	Labiidae	Labia	Labia minor	14	14		7	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	14/14
Dermaptera	Labiidae	Labia	Labia sp.	18	18		9	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	18/18
Dermaptera	Labiidae	Nesogaster	Nesogaster erichsoni	22	21		11	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	22/21
Dermaptera	Labiidae	Nesogaster	Nesogaster halli	22	19		11	gonochorous	XO		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	22/19
Dermaptera	Labiidae	Prolabia	Prolabia arachidis	40	38		20	gonochorous	XXXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	40/38
Dermaptera	Labiidae	unknown	unknown sp.	38	37		19	gonochorous	XXY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	38/37
Dermaptera	Pygicranidae	Dacnodes	Dacnodes shortridgei	12	11		6	gonochorous	XO		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	12/11
Dermaptera	Pygicranidae	unknown	unknown sp.	20	20		10	gonochorous	XY		Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera.	20/20
Mantodea	Mantidae	Stagmatoptera	Stagmatoptera septentrionalis	28	27		14	gonochorous	XXY		Hughes-Schrader, S. (1950). The chromosomes of mantids (Orthoptera: Manteidae) in relation to taxonomy.Chromosoma,4(1), 1-55.	28/27
Mantodea	Mantidae	Stagmomantis	Stagmomantis heterogamia	28	27		14	gonochorous	XXY		Hughes-Schrader, S. (1950). The chromosomes of mantids (Orthoptera: Manteidae) in relation to taxonomy.Chromosoma,4(1), 1-55.	28/27
Plecoptera	Perlidae	Calineuria	Calineuria jezoensis	26	25		13	gonochorous	XO		Itoh, H. (1933). The sex-chromosome of a stone-fly, Acroneuria jezoensis Okamoto (Plecoptera). Cytologia, 4(4), 427-443.	26/25
