"Infra Class","Order","Family","Common name","Species","Synonym*","2n","Estimated_haploid_2n/2","Reference"
"NEOGNATHAE","GALLIFORMES","Cracidae","","Penelope purpurascens","","78","39","Belterman and De Boer 1990"
"NEOGNATHAE","GALLIFORMES","Cracidae","","Penelope superciliaris","","76","38","Aguiar 1968; Ledesma et al. 2004a"
"NEOGNATHAE","GALLIFORMES","Cracidae","","Pipile jacutinga","","74","37","Ledesma et al. 2004a"
"NEOGNATHAE","GALLIFORMES","Megapodiidae","Megapodes","Aepypodius arfakianus","","80","40","Belterman and De Boer 1984"
"NEOGNATHAE","GALLIFORMES","Megapodiidae","","Aepypodius bruijnii","","80","40","Belterman and De Boer 1984"
"NEOGNATHAE","GALLIFORMES","Megapodiidae","","Macrocephalon maleo","","90","45","Sasaki et al. 1982"
"NEOGNATHAE","GALLIFORMES","Numididae","Guineafowl","Acryllium vulturinum","","74-76","#VALUE!","Takahashi and Hirai 1974; Belterman and De Boer 1984"
"NEOGNATHAE","GALLIFORMES","Numididae","","Guttera plumifera","","76","38","Belterman and De Boer 1984"
"NEOGNATHAE","GALLIFORMES","Numididae","","Numida meleagris","","76","38","Be�ak et al. 1971; del Priore and Pigozzi 2020"
"NEOGNATHAE","GALLIFORMES","Odontophoridae","New World Quail","Callipepla californica","Lophortyx californica","84","42","Be�ak et al. 1971; Shoffner 1974"
"NEOGNATHAE","GALLIFORMES","Odontophoridae","","Callipepla gambelii","Lophortyx gambelii","80","40","Be�ak et al. 1973; Shoffner 1974"
"NEOGNATHAE","GALLIFORMES","Odontophoridae","","Callipepla squamata","","80","40","Be�ak et al. 1971; Shibusawa et al. 2004"
"NEOGNATHAE","GALLIFORMES","Odontophoridae","","Colinus virginianus","","82","41","Be�ak et al. 1971"
"NEOGNATHAE","GALLIFORMES","Phasianidae","Pheasants and allies","Afropavo congensis","","76","38","De Boer and Bocxstaele 1981"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Alectoris graeca","","78","39","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Alectornis rufa","","78","39","Arruga et al. 1996"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Arborophila javanica","","78","39","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Bambusicola fytchii","","78","39","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Bambusicola thoracicus","","78","39","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Centrocercus urophasianus","","82","41","Stock and Bunch 1982"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Chrysolophus amherstiae","","70","35","Scaccini 1939"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Chrysolophus pictus","","82","41","Be�ak et al. 1971; Guttenbach et al. 2003"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Coturnix coturnix","","78","39","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Coturnix japonica","","78","39","Guttenbach et al. 2003"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Excalfactoria chinensis","Coturnix chinensis","78","39","Shibusawa et al. 2004"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Francolinus pintadeanus","","78","39","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Francolinus pondicerianus","","66","33","Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Gallus gallus","","78","39","Takagi and Makino 1966; Takagi and Sasaki 1974"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Lophura edwardsi","","50","25","Ebied et al. 2005"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Lophura imperialis","","82","41","Belterman and De Boer 1984"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Lophura nycthemera","","80","40","Guttenbach et al. 2003"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Lophura swinhoii","","82","41","Be�ak et al. 1971"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Meleagris gallopavo","","80","40","Stenius et al. 1962; Be�ak et al. 1971"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Pavo cristatus","","78","39","Ray-chaudhuri et al 1969; Stock and Bunch 1982; Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Pavo muticus","","78","39","Sasaki et al 1968"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Perdix dauurica","","82","41","Xiaozhuang et al. 1992"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Phasianus colchicus","","82","41","Ohno et al. 1964; Be�ak et al. 1971; Takagi and Sasaki 1974; Guttenbach et al. 2003; Ryttman and Tegelstrom 1983; Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Phasianus versicolor","","82","41","Takagi and Makino 1966; Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Polyplectron bicalcaratum","","78","39","Takagi and Sasaki 1974; Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Syrmaticus mikado","","82","41","Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Syrmaticus reevesii","","82","41","Itoh et al. 1969"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Symaticus soemmerringii","","82","41","Les Christidis 1990"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Tetrastes bonasia","","78","39","Bian et al. 1991"
"NEOGNATHAE","GALLIFORMES","Phasianidae","","Tragopan temminckii","","82","41","Xiaozhuang et al. 1992"
"NEOGNATHAE","GAVIIFORMES","Phasianidae","","","","","0",""
"NEOGNATHAE","GAVIIFORMES","Gaviidae","Loons","Gavia stellata","","88","44","Hammar 1970"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Aptenodytes forsteri","","72","36","Cardozo et al. 2003"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Pygoscelis adeliae","","95/96","#VALUE!","Gunski et al. 2017"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Pygoscelis antarcticus","","92","46","Gunski et al. 2017"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Pygoscelis papua","","94","47","Gunski et al. 2017"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Spheniscus demersus","","72","36","Jensen 1973"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Spheniscus humboldti","","78","39","Takagi and Sasaki 1974"
"NEOGNATHAE","SPHENISCIFORMES","Spheniscidae","","Spheniscus magellanicus","","68","34","Ledesma et al. 2003a"
"NEOGNATHAE","EURYPYGIFORMES","Eurypygidae","Sunbittern","Eurypyga helias","","80","40","Furo et al. 2015"
"NEOGNATHAE","EURYPYGIFORMES","Rhynochetidae","Kagu","Rhynochetos jubatus","","78","39","Les Christidis 1990"
"NEOGNATHAE","PROCELLARIIFORMES","Oceanitidae","Austral Storm Petrels","Fregetta tropica","","74","37","Garnero et al. 2013"
"NEOGNATHAE","PROCELLARIIFORMES","Oceanitidae","","Oceanites oceanicus","","70","35","Garnero et al. 2013"
"NEOGNATHAE","PROCELLARIIFORMES","Hydrobatidae","Northern Storm Petrels","Oceanodroma leucorhoa","","74","37","Oguma 1937"
"NEOGNATHAE","PROCELLARIIFORMES","Procellariidae","Petrels, Shearwaters & Diving Petrels","Daption capense","","80","40","Garnero et al. 2013"
"NEOGNATHAE","PROCELLARIIFORMES","Procellariidae","","Macronectes giganteus","","80","40","Garnero et al. 2013"
"NEOGNATHAE","PODICIPEDIFORMES","Podicipedidae","Grebes","Podiceps auritus","","80","40","Shields 1982"
"NEOGNATHAE","PODICIPEDIFORMES","Podicipedidae","","Podiceps cristatus","","78","39","Hammar 1970"
"NEOGNATHAE","PODICIPEDIFORMES","Podicipedidae","","Podiceps grisegena","","80","40","Shields 1982"
"NEOGNATHAE","PODICIPEDIFORMES","Podicipedidae","","Tachybaptus ruficollis","","58","29","Ebied et al. 2005"
"NEOGNATHAE","PHOENICOPTERIFORMES","Phoenicopteridae","Flamingos","Phoeniconaias minor","","80","40","De Boer and Van Brink 1982"
"NEOGNATHAE","PHOENICOPTERIFORMES","Phoenicopteridae","","Phoenicopterus ruber","","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","Storks","Ciconia boyciana","","68","34","Takagi and Sasaki 1974; Belterman and De Boer 1990"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ciconia ciconia","","68","34","Takagi and Sasaki 1974; Belterman and De Boer 1990"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ciconia episcopus","","60","30","Belterman and De Boer 1990"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ciconia maguari","Euxenura maguari","72","36","De Boer and Van Brink 1982; Seligmann et al. 2019"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ciconia nigra","","52","26","De Boer and Van Brink 1982"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ciconia stormi","","68","34","Takagi and Sasaki 1974"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ephippiorhynchus asiaticus","Xenorhynchus asiaticus","66","33","De Boer and Van Brink 1982"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Ephippiorhynchus senegalensis","","66","33","Takagi and Sasaki 1974; De Boer and Van Brink 1982"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Jabiru mycteria","","56","28","Belterman and De Boer 1990; Seligmann et al. 2019"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Leptoptilos javanicus","","70","35","Belterman and De Boer 1990"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Mycteria americana","","72","36","Francisco and Galetti 2000"
"NEOGNATHAE","CICONIIFORMES","Ciconiidae","","Mycteria cinerea","","70","35","Belterman and De Boer 1990"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","Ibises, Spoonbills","Bostrychia hagedash","Hagedashia hagedash","68","34","Capanna et al. 1982"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Eudocimus ruber","","68","34","Takagi and Sasaki 1974"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Geronticus eremita","","68","34","De Boer and Van Brink 1982"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Platalea ajaja","","72","36","Francisco and Galetti 2000"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Platalea leucorodia","","70","35","Takagi and Sasaki 1974"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Plegadis falcinellus","","50","25","Ebied et al. 2005"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Threskiornis aethiopicus","","68","34","Takagi and Sasaki 1974"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Threskiornis melanocephalus","","68","34","Takagi and Sasaki 1974"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Threskiornis molucca","","68","34","De Boer and Van Brink 1982"
"NEOGNATHAE","PELECANIFORMES","Threskiornithidae","","Threskiornis spinicollis","","68","34","De Boer and Van Brink 1982"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","Herons, Bitterns","Ardea cinerea","","68","34","Hammar 1970; Klein 1973"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ardea cocoi","","64","32","Oliveira et al. 2001"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ardea goliath","","68","34","Belterman and De Boer 1984"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ardea intermedia","Egretta intermedia","66","33","Bian et al. 1991"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ardea purpurea","","66","33","Klein 1973"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ardeola bacchus","","68","34","Bian et al. 1991"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ardeola grayii","","68","34","Ray-Chaudhuri 1973; Mohanty and Bhunya 1990a"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Botaurus stellaris","","62","31","Hassan 1998"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Bubulcus ibis","Ibis Ibis","60","30","Mohanty and Bhunya 1990a"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Cochlearius cochlearius","","74","37","De Boer and Van Brink 1982"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Egretta eulophotes","","64","32","Les Christidis 1990"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Egretta garzetta","","62","31","Mohanty and Bhunya 1990a"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Egretta gularis","","62","31","Hassan 1998"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ixobrychus cinnamomeus","","64","32","Les Christidis 1990"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ixobrychus eurhythmus","","64","32","Les Christidis 1990"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Ixobrychus sinensis","","60","30","Les Christidis 1990"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Nycticorax nycticorax","","64","32","Mohanty and Bhunya 1990a"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Syrigma sibilatrix","","62","31","Oliveira et al. 2001"
"NEOGNATHAE","PELECANIFORMES","Ardeidae","","Tigrisoma lineatum","","72","36","Oliveira et al. 2001"
"NEOGNATHAE","PELECANIFORMES","Balaenicipitidae","Shoebill","Balaeniceps rex","","72","36","De Boer and Van Brink 1982"
"NEOGNATHAE","PELECANIFORMES","Pelecanidae","Pelicans","Pelecanus crispus","","66","33","Belterman and De Boer 1984"
"NEOGNATHAE","PELECANIFORMES","Pelecanidae","","Pelecanus occidentalis","","66","33","Belterman and De Boer 1984"
"NEOGNATHAE","PELECANIFORMES","Pelecanidae","","Pelecanus onocrotalus","","66","33","Takagi and Sasaki 1974; Theodorescu 1975"
"NEOGNATHAE","PELECANIFORMES","Scopidae","Hamerkop","Scopus umbretta","","66","33","Belterman and De Boer 1990"
"NEOGNATHAE","SULIFORMES","Phalacrocoracidae","Cormorants, Shags","Leucocarbo bransfieldensis","Phalacrocorax bransfieldensis","72","36","Ledesma et al. 2005"
"NEOGNATHAE","SULIFORMES","Phalacrocoracidae","","Microcarbo niger","Phalacrocorax niger","86","43","Patnaik et al. 1981; Bhunya and Mohanty 1985"
"NEOGNATHAE","SULIFORMES","Phalacrocoracidae","","Microcarbo pygmaeus","","70","35","Theodorescu 1975"
"NEOGNATHAE","SULIFORMES","Phalacrocoracidae","","Phalacrocorax carbo","","62","31","Belterman and De Boer 1984; Ebied et al. 2005"
"NEOGNATHAE","SULIFORMES","Sulidae","Gannets, Boobies","Morus bassanus","","68","34","Belterman and De Boer 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","Kites, Hawks and Eagles","Accipiter badius","","66","33","Misra and Srivastava 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Accipiter gentilis","","78","39","De Boer 1976; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Accipiter nisus","","66","33","Renzoni and VegnI-Talluri 1966; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Accipiter novaehollandiae","","68","34","De Boer and Sinoo 1984; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Accipiter virgatus","","66","33","Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Aegypius monachus","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Aquila adalberti","","82","41","Padilla et al. 1999"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Aquila audax","","66","33","De Boer 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Aquila rapax","","68","34","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Butastur teesa","","66","33","Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo buteo","","68","34","De Boer 1976; Nie et al. 2015"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo jamaicensis","","68","34","Stock and Worthen 1980"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo lagopus","","68","34","Bulatova 1977"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo nitidus","","68","34","Schmutz et al. 1993; dos Anjos et al. 2007; de Oliveira et al. 2013"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo platypterus","","68","34","Schmutz et al. 1993"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo regalis","","68","34","Schmutz et al. 1993"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteo swainsoni","","68","34","Schmutz et al. 1993"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Buteogallus meridionalis","","66","33","dos Anjos et al. 2007; de Oliveira et al. 2013"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Circaetus gallicus","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Circus aeruginosus","","72","36","De Boer and Sinoo 1984; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Circus cyaneus","","72","36","De Boer and Sinoo 1984; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Circus pygargus","","72","36","De Boer and Sinoo 1984; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Elanus caeruleus","","68","34","Bed� Hom et al. 2003"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Geranoaetus albicaudatus","Buteo albicaudatus","68","34","De Lucca 1985"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Geranoaetus melanoleucus","","68","34","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Geranospiza caerulescens","","66","33","Willians and Benirschke 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Gypaetus barbatus","","60","30","De Boer 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Gyps bengalensis","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Gyps coprotheres","","66","33","De Boer 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Gyps fulvus","","66","33","De Boer 1976; Nie et al. 2015"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Gyps rueppelli","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliaeetus albicilla","","66","33","De Boer 1976; De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliaeetus leucocephalus","","66","33","Takagi and Sasaki 1974; De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliaeetus leucogaster","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliaeetus leucoryphus","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliaeetus pelagicus","","66","33","Takagi and Sasaki 1974"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliaeetus vocifer","","66","33","De Boer 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Haliastur indus","","66","33","De Boer 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Harpia harpyja","","58","29","de Oliveira et al. 2005; Tagliarini et al. 2007"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Leptodon cayanensis","","66","33","dos Anjos et al. 2007"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Lophaetus occipitalis","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Milvus migrans","","66","33","Misra and Srivastava 1976; Takagi and Sasaki 1974"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Morphnus guianensis","","54","27","Willians and Benirschke 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Necrosyrtes monachus","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Neophron percnopterus","","66","33","Cavallo et al. 1997"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Nisaetus nipalensis","Spizaetus nipalensis","68","34","Takagi and Sasaki 1974"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Parabuteo unicinctus","","68","34","Schmutz et al. 1993"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Pernis apivorus","","66","33","Takagi and Sasaki 1974; De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Pithecophaga jefferyi","","66","33","Takagi and Sasaki 1974; De Boer 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Pseudastur albicollis","Leucopternis albicollis","66","33","de Oliveira et al. 2010"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Rupornis magnirostris","Buteo magnirostris","68","34","Amaral et al. 2001; de oliveira et al. 2013"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Sarcogyps calvus","","66","33","Takagi and Sasaki 1974; Les Christidis 1990"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Spizaetus tyrannus","","68","34","Tagliarini et al. 2007"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Stephanoaetus coronatus","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Accipitridae","","Torgos tracheliotos","","66","33","De Boer and Sinoo 1984"
"NEOGNATHAE","ACCIPITRIFORMES","Cathartidae","New World Vultures","Cathartes aura","","80","40","Willians and Benirschke 1976; Tagliarini et al. 2011"
"NEOGNATHAE","ACCIPITRIFORMES","Cathartidae","","Cathartes burrovianus","","80","40","Tagliarini et al. 2009"
"NEOGNATHAE","ACCIPITRIFORMES","Cathartidae","","Coragyps atratus","","80","40","Tagliarini et al. 2007"
"NEOGNATHAE","ACCIPITRIFORMES","Cathartidae","","Gymnogyps californianus","","80","40","Raudsepp et al. 2002"
"NEOGNATHAE","ACCIPITRIFORMES","Cathartidae","","Sarcoramphus papa","","80","40","Takagi and Sasaki 1974; Tagliarini et al. 2007"
"NEOGNATHAE","ACCIPITRIFORMES","Cathartidae","","Vultur gryphus","","80","40","Takagi and Sasaki 1974; Willians and Benirschke 1976"
"NEOGNATHAE","ACCIPITRIFORMES","Pandionidae","Ospreys","Pandion haliaetus","","74","37","Ryttman et al. 1987"
"NEOGNATHAE","ACCIPITRIFORMES","Sagittariidae","Secretarybird","Sagittarius serpentarius","","80","40","De Boer 1976, Benirschke 1977"
"NEOGNATHAE","OTIDIFORMES","Otididae","Bustards","Otis tarda","","80","40","Nishida et al. 1981"
"NEOGNATHAE","CARIAMIFORMES","Cariamidae","Seriemas","Cariama cristata","","108","54","Aguiar 1968; Benirschke 1977; Belterman and De Boer 1984"
"NEOGNATHAE","CARIAMIFORMES","Cariamidae","","Chunga burmeisteri","","106","53","Belterman and De Boer 1984"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Antigone antigone","Grus antigone","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Antigone rubicunda","Grus rubicunda","80","40","Belterman and De Boer 1984"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Antigone vipio","Grus vipio","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Balearica pavonina","","80","40","Nishida and Sasaki 1980; Sasaki and Takagi 1981; Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Grus americana","","82","41","Blederman et al. 1982"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Grus grus","","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Grus japonensis","","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Grus monacha","","80","40","Sasaki and Takagi 1981"
"NEOGNATHAE","GRUIFORMES","Gruidae","","Grus paradisea","Anthropoides paradisea�","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Psophiidae","Trumpeters","Psophia crepitans","","80","40","Sasaki and Takagi 1981"
"NEOGNATHAE","GRUIFORMES","Psophiidae","","Psophia leucoptera","","80","40","Sasaki and Takagi 1981"
"NEOGNATHAE","GRUIFORMES","Psophiidae","","Psophia viridis","","80","40","Sasaki and Takagi 1981; Furo et al. 2020a"
"NEOGNATHAE","GRUIFORMES","Rallidae","Rails, Crakes and Coots","Amaurornis phoenicurus","","78","39","Chen et al. 2002"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Aramides cajaneus","Aramides cajanea","78","39","Davide 1979; Furo et al. 2020a"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Fulica atra","","92","46","Hammar 1970"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Gallinula chloropus","","78","39","Hammar 1970; Bloom 1969"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Gallinula melanops","","80","40","Gunski et al. 2019"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Laterallus melanophaius","","78","39","Aguiar 1968"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Porphyrio martinica","","74","37","Davide 1979"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Porphyrio poliocephalus","","72","36","Itoh et al. 1969; Les Christidis 1990"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Porphyrio porphyrio","","80","40","Hassan 1998"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Porzana albicollis","","72","36","Giannoni and Giannoni 1983"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Porzana paykullii","","78","39","Les Christidis 1990"
"NEOGNATHAE","CHARADRIIFORMES","Alcidae","Auks","Brachyramphus marmoratus","","50","25","Mittal 1985"
"NEOGNATHAE","CHARADRIIFORMES","Alcidae","","Fratercula cirrhata","","50","25","Mittal 1985"
"NEOGNATHAE","CHARADRIIFORMES","Alcidae","","Synthliboramphus antiquus","","68","34","Bian et al. 1991"
"NEOGNATHAE","CHARADRIIFORMES","Burhinidae","Stone-curlews, Thick-knees","Burhinus oedicnemus","","42","21","Nie et al. 2009"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","Plovers","Charadrius alexandrinus","","76","38","Xiaozhuang et al. 1993"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Charadrius dubius","","76","38","Xiaozhuang et al. 1993"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Charadrius hiaticula","Hoplopterus spinosus","76","38","Hammar 1970"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Charadrius semipalmatus","","76","38","Shields 1982"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Charadrius vociferus","","76","38","Hammar 1970; Be�ak et al. 1973"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Pluvialis dominica","","78","39","Bhunya and Mohanty 1990"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Pluvialis squatarola","","72-76","#VALUE!","Xiaozhuang et al. 1993; Bhunya and Mohanty 1990"
"NEOGNATHAE","CHARADRIIFORMES","Charadriidae","","Vanellus chilensis","","78","39","Kretschmer et al. 2015a"
