institutionCode	otherCatalogNumbers	preservative	phylum	class	order	family	genus	specificEpithet	year	sequencing_status	sample_collected	sample_collected_by
NHMUK	NHMUK:ecatalogue:9505111	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Callitula	bicolor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505109	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Callitula	bicolor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505110	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Callitula	bicolor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9294638	Liquid Nitrogen	Arthropoda	Insecta	Hymenoptera	Scelionidae	Baeus	seminulum	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9294727	Liquid Nitrogen	Arthropoda	Insecta	Hymenoptera	Tetracampidae	Epiclerus	panyas	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9414813	Dry frozen (-80°C)	Arthropoda	Arachnida	Araneae	Theridiidae	Rugathodes	instabilis	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9294636	Liquid Nitrogen							2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9170088	Ethanol	Mollusca				Physa		2018	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9170676	Ethanol	Mollusca				Pisidium		2013	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9170943	Ethanol	Mollusca				Physa		2013	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9171049	Ethanol	Mollusca				Pisidium		2013	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9173253	Dry frozen (-200°C)	Mollusca				Pisidium		2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9170860	Ethanol	Mollusca				Physa		2013	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528257	IMS 80% (fixed in formalin)	Porifera						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528258	IMS 80% (fixed in formalin)	Porifera						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528255	IMS 80% (fixed in formalin)	Porifera						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528256	IMS 80% (fixed in formalin)	Bryozoa						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528238	IMS 80% (fixed in formalin)	Porifera						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528232	IMS 80% (fixed in formalin)	Bryozoa						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528229	IMS 80% (fixed in formalin)	Bryozoa						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528228	IMS 80% (fixed in formalin)	Nemertea						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528222	IMS 80% (fixed in formalin)	Bryozoa						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528223	IMS 80% (fixed in formalin)	Porifera						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528220	IMS 80% (fixed in formalin)	Nemertea						2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9264507	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9264509	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9264512	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9169952	Ethanol	Nematomorpha						2018	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248446	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248158	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248170	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248171	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248151	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248159	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248164	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248166	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248168	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248169	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248176	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248519	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248520	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248522	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9203164	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9203167	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9203168	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9203169	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9203171	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9203177	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248084	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248512	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248513	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248514	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248515	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248516	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248517	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248518	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248521	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248101	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248147	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248156	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248157	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248165	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248167	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248444	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9254304	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248441	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248442	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248443	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248445	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248447	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248448	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248450	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248451	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248452	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248453	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248454	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9169295	Ethanol	Platyhelminthes				Dugesia		2018	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9169676	Ethanol					Physella		2018	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9171011	Ethanol	Nematoda						2013	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248045	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9264563	70% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248046	Liquid Nitrogen							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248051	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248052	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248053	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9248054	100% ethanol							2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9443150	Dry frozen (-80°C)	Nemertea						2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9474052	80% ethanol	Bryozoa						2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9473963	80% ethanol	Nemertea						2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9294738	70% ethanol	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Stenomalina	continua	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346756	Dry frozen (-80°C)		Insecta	Lepidoptera	Geometridae	Perizoma	albulata	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9470219	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Ophion	brocki	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346788	Dry frozen (-80°C)		Insecta	Lepidoptera	Geometridae	Perizoma	affinitata	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346795	Dry frozen (-80°C)		Insecta	Lepidoptera	Geometridae	Perizoma	affinitata	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346813	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Figitidae	Anacharis	eucharoides	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346760	Dry frozen (-80°C)		Insecta	Lepidoptera	Hepialidae	Hepialus	lupulinus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346816	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Tryphon	trochanteratus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9470208	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	infractor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9458802	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	infractor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9458813	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	infractor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9458816	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	infractor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346758	Dry frozen (-80°C)		Insecta	Lepidoptera	Noctuidae	Lacanobia	w-latinum	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346761	Dry frozen (-80°C)		Insecta	Lepidoptera	Notodontidae	Pterostoma	palpina	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9413325	Dry frozen (-80°C)		Insecta	Lepidoptera	Notodontidae	Pterostoma	palpina	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9382992	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	inedita	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9382951	Dry frozen (-80°C)		Insecta	Lepidoptera	Yponomeutidae	Argyresthia	cupressella	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431699	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Braconidae	Homolobus	annulicornis	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431709	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Polytribax	perspicillator	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431703	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Orthocentrus	castellanus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431704	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Iania	pictifrons	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431682	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhorus	exstirpatorius	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431677	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhorus	exstirpatorius	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431680	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhorus	exstirpatorius	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431681	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhorus	exstirpatorius	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431688	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Gastracanthus	pulcherrimus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431689	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Gastracanthus	pulcherrimus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431692	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	melanura	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505142	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	melanura	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9404363	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	melanura	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431694	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Campoletis	raptor	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431675	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Gambrus	bipunctatus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9431670	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Hoplismenus	bidentatus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9317313	Dry frozen (-80°C)	Arthropoda	Insecta	Coleoptera	Cybocephalidae	Cybocephalus	nipponicus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9422593	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Asilidae	Machimus	cingulatus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9422589	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Asilidae	Machimus	cingulatus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9422591	Dry frozen (-80°C)	Arthropoda	Insecta	Diptera	Asilidae	Machimus	cingulatus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9289882		Arthropoda	Insecta	Diptera	Asilidae	Machimus	cingulatus	2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9289883	Liquid Nitrogen	Arthropoda	Insecta	Diptera	Asilidae	Machimus	cingulatus	2020	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9475984	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Campoletis	annulata	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9532607	100% ethanol		Insecta	Lepidoptera	Crambidae	Eudonia	lineola	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528530	Dry frozen (-80°C)		Insecta	Diplura	Campodeidae	Campodea	lankesteri	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528537	Dry frozen (-80°C)	Arthropoda	Insecta	Archaeognatha	Machilidae	Dilta	hibernica	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528536	Dry frozen (-80°C)	Arthropoda	Insecta	Archaeognatha	Machilidae	Dilta	hibernica	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528535	Dry frozen (-80°C)	Arthropoda	Insecta	Archaeognatha	Machilidae	Dilta	hibernica	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528534	Dry frozen (-80°C)	Arthropoda	Insecta	Archaeognatha	Machilidae	Dilta	hibernica	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528533	Dry frozen (-80°C)	Arthropoda	Insecta	Archaeognatha	Machilidae	Dilta	hibernica	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528544	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Cyclogastrella	simplex	2022	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9528259	IMS 80% (fixed in formalin)	Annelida	Polychaeta		Goniadidae	Goniada	pallida	2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346834	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhimphoctona	megacephalus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346833	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhimphoctona	megacephalus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9346832	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Rhimphoctona	megacephalus	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505325	Ethanol	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilus	tauricus		sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505158	80% ethanol	Arthropoda	Insecta	Diptera	Chironomidae	Smittia	contingens	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505138	Dry frozen (-80°C)		Insecta	Lepidoptera	Momphidae	Mompha	jurassicella	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505108	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Stilbops	ruficornis	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505071	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Stilbops	ruficornis	2021	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9177590	Dry frozen (-200°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Stilbops	ruficornis	2019	sample_collected	DTOL	NHM
NHMUK	NHMUK:ecatalogue:9505088	Dry frozen (-80°C)	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Apaeleticus	inimicus	2021	sample_collected	DTOL	NHM
