	Species_name	Subspecies	Common_Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
7612	Podilymbus gigas		Atitlan Grebe	Podicipedidae							B10K		
7617	Podoces panderi		Turkestan Ground Jay	Corvidae							B10K		
7618	Podoces pleskei		Pleske's Ground Jay	Corvidae							B10K		
7621	Poecile carolinensis	carolinensis	Carolina Chickadee	Paridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7624	Poecile gambeli	abbreviatus	Mountain Chickadee	Paridae	Phase Genus						B10K	B10K	
7632	Poecile rufescens	rufescens	Chestnut-backed Chickadee	Paridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7640	Poecilotriccus albifacies		White-cheeked Tody Tyrant	Pipromorphidae							B10K		
7641	Poecilotriccus calopterus		Golden-winged Tody Flycatcher	Pipromorphidae							B10K		
7642	Poecilotriccus capitalis		Black-and-white Tody Tyrant	Pipromorphidae							B10K		
7643	Poecilotriccus fumifrons		Smoky-fronted Tody Flycatcher	Pipromorphidae							B10K		
7644	Poecilotriccus latirostris		Rusty-fronted Tody Flycatcher	Pipromorphidae							B10K		
7645	Poecilotriccus luluae		Johnson's Tody Tyrant	Pipromorphidae							B10K		
7646	Poecilotriccus plumbeiceps		Ochre-faced Tody Flycatcher	Pipromorphidae							B10K		
7647	Poecilotriccus pulchellus		Black-backed Tody Flycatcher	Pipromorphidae							B10K		
7648	Poecilotriccus ruficeps		Rufous-crowned Tody Tyrant	Pipromorphidae							B10K		
7649	Poecilotriccus russatus		Ruddy Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7650	Poecilotriccus senex		Buff-cheeked Tody Flycatcher	Pipromorphidae							B10K		
7651	Poecilotriccus sylvia	sylvia	Slaty-headed Tody Flycatcher	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7662	Pogoniulus coryphaea		Western Green Tinkerbird	Ramphastidae							B10K		
7667	Pogoniulus subsulphureus	flavimentum	Yellow-throated Tinkerbird	Ramphastidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7673	Pogonornis rolleti		Black-breasted Barbet	Ramphastidae							B10K		
7674	Pogonotriccus chapmani		Chapman's Bristle Tyrant	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7675	Pogonotriccus eximius		Southern Bristle Tyrant	Pipromorphidae							B10K		
7676	Pogonotriccus lanyoni		Antioquia Bristle Tyrant	Pipromorphidae							B10K		
7677	Pogonotriccus ophthalmicus		Marble-faced Bristle Tyrant	Pipromorphidae							B10K		
7678	Pogonotriccus orbitalis		Spectacled Bristle Tyrant	Pipromorphidae							B10K		
7679	Pogonotriccus poecilotis		Variegated Bristle Tyrant	Pipromorphidae							B10K		
7680	Pogonotriccus venezuelanus		Venezuelan Bristle Tyrant	Pipromorphidae							B10K		
7698	Poliolophus urostictus	ilokensis	Yellow-wattled Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7699	Polioptila albiloris		White-lored Gnatcatcher	Polioptilidae							B10K		
7700	Polioptila caerulea		Blue-gray Gnatcatcher	Polioptilidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
7701	Polioptila caerulea		Blue-gray Gnatcatcher	Polioptilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7702	Polioptila californica		California Gnatcatcher	Polioptilidae							B10K		
7703	Polioptila clementsi		Iquitos Gnatcatcher	Polioptilidae							B10K		
7704	Polioptila dumicola	dumicola	Masked Gnatcatcher	Polioptilidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7705	Polioptila guianensis		Guianan Gnatcatcher	Polioptilidae							B10K		
7706	Polioptila lactea		Creamy-bellied Gnatcatcher	Polioptilidae							B10K		
7707	Polioptila lembeyei		Cuban Gnatcatcher	Polioptilidae							B10K		
7708	Polioptila melanura		Black-tailed Gnatcatcher	Polioptilidae							B10K		
7709	Polioptila nigriceps		Black-capped Gnatcatcher	Polioptilidae							B10K		
7710	Polioptila plumbea		Tropical Gnatcatcher	Polioptilidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7711	Polioptila schistaceigula		Slate-throated Gnatcatcher	Polioptilidae							B10K		
7735	Pomarea fluxa		Eiao Monarch	Monarchidae							B10K		
7738	Pomarea mira		Ua Pou Monarch	Monarchidae							B10K		
7740	Pomarea nukuhivae		Nuku Hiva Monarch	Monarchidae							B10K		
7741	Pomarea pomarea		Maupiti Monarch	Monarchidae							B10K		
7751	Pomatostomus halli		Hall's Babbler	Pomatostomidae							B10K		
7752	Pomatostomus ruficeps		Chestnut-crowned Babbler	Pomatostomidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
7753	Pomatostomus superciliosus		White-browed Babbler	Pomatostomidae							B10K		
7754	Pomatostomus temporalis		Grey-crowned Babbler	Pomatostomidae							B10K		
7767	Poospizopsis hypocondria	affinis	Rufous-sided Warbling Finch	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7776	Porzana albicollis	olivacea	Ash-throated Crake	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7782	Premnoplex brunnescens	brunneicauda	Spotted Barbtail	Furnariidae	Phase Genus						B10K	B10K	
7798	Prinia fluviatilis		River Prinia	Cisticolidae							B10K		
7801	Prinia hypoxantha		Drakensberg Prinia	Cisticolidae							B10K		
7803	Prinia maculosa	exultans	Karoo Prinia	Cisticolidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7807	Prinia rufifrons		Red-faced Prinia	Cisticolidae							B10K		
7809	Prinia somalica		Pale Prinia	Cisticolidae							B10K		
7829	Prionops alberti		Yellow-crested Helmet-shrike	Vangidae							B10K		
7830	Prionops caniceps		Red-billed Helmet-shrike	Vangidae							B10K		
7831	Prionops gabela		Gabela Helmet-shrike	Vangidae							B10K		
7833	Prionops poliolophus		Grey-crested Helmet-shrike	Vangidae							B10K		
7840	Procacicus solitarius		Solitary Cacique	Icteridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7841	Procacicus solitarius		Solitary Cacique	Icteridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7846	Procellaria conspicillata		Spectacled Petrel	Procellariidae							B10K		
7849	Procelsterna albivitta		Grey Noddy	Laridae							B10K		
7866	Progne tapera	fusca	Brown-chested Martin	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7867	Promerops cafer		Cape Sugarbird	Promeropidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
7868	Promerops gurneyi		Gurney's Sugarbird	Promeropidae							B10K		
7870	Prosobonia ellisi		Moorea Sandpiper	Scolopacidae							B10K		
7875	Prunella atrogularis		Black-throated Accentor	Prunellidae							B10K		
7876	Prunella collaris		Alpine Accentor	Prunellidae		B10K	B10K	B10K		in_progress	B10K		
7877	Prunella fulvescens		Brown Accentor	Prunellidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
7878	Prunella himalayana		Altai Accentor	Prunellidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
7879	Prunella immaculata		Maroon-backed Accentor	Prunellidae							B10K		
7880	Prunella koslowi		Mongolian Accentor	Prunellidae							B10K		
7881	Prunella modularis	mabbotti	Dunnock	Prunellidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7882	Prunella montanella		Siberian Accentor	Prunellidae							B10K		
7883	Prunella ocularis		Radde's Accentor	Prunellidae							B10K		
7884	Prunella rubeculoides		Robin Accentor	Prunellidae							B10K		
7885	Prunella rubida		Japanese Accentor	Prunellidae							B10K		
7886	Prunella strophiata		Rufous-breasted Accentor	Prunellidae	Phase Genus	B10K				sample_collected	B10K	B10K	
7920	Pseudhirundo griseopyga	melbina	Grey-rumped Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7921	Pseudibis davisoni		White-shouldered Ibis	Threskiornithidae							B10K		
7922	Pseudibis gigantea		Giant Ibis	Threskiornithidae							B10K		
7932	Pseudocolaptes boissonneauii		Streaked Tuftedcheek	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7933	Pseudocolaptes boissonneauii		Streaked Tuftedcheek	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
7944	Pseudonigrita cabanisi		Black-capped Social Weaver	Ploceidae							B10K		
7956	Pseudospingus verticalis		Black-headed Hemispingus	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7957	Pseudospingus xanthophthalmus		Drab Hemispingus	Thraupidae							B10K		
7958	Pseudotriccus pelzelni		Bronze-olive Pygmy Tyrant	Pipromorphidae							B10K		
7959	Pseudotriccus ruficeps		Rufous-headed Pygmy Tyrant	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
7960	Pseudotriccus simplex		Hazel-fronted Pygmy Tyrant	Pipromorphidae							B10K		
7961	Psilopogon armillaris		Flame-fronted Barbet	Ramphastidae							B10K		
7962	Psilopogon asiaticus		Blue-throated Barbet	Ramphastidae							B10K		
7965	Psilopogon corvinus		Brown-throated Barbet	Ramphastidae							B10K		
7968	Psilopogon faiostrictus		Green-eared Barbet	Ramphastidae							B10K		
7969	Psilopogon flavifrons		Yellow-fronted Barbet	Ramphastidae							B10K		
7970	Psilopogon franklinii		Golden-throated Barbet	Ramphastidae							B10K		
7974	Psilopogon incognitus		Moustached Barbet	Ramphastidae							B10K		
7975	Psilopogon javensis		Black-banded Barbet	Ramphastidae							B10K		
7976	Psilopogon lagrandieri		Red-vented Barbet	Ramphastidae							B10K		
7977	Psilopogon lineatus		Lineated Barbet	Ramphastidae							B10K		
7978	Psilopogon malabaricus		Malabar Barbet	Ramphastidae							B10K		
7985	Psilopogon rafflesii		Red-crowned Barbet	Ramphastidae							B10K		
7986	Psilopogon rubricapillus		Sri Lankan Small Barbet	Ramphastidae							B10K		
7988	Psilopogon viridis		White-cheeked Barbet	Ramphastidae							B10K		
7989	Psilopogon zeylanicus		Brown-headed Barbet	Ramphastidae							B10K		
8001	Psittacara leucophthalmus	leucophthalmus	White-eyed Parakeet	Psittacidae	Phase Genus	B10K				sample_collected	B10K	B10K	
8045	Psophodes cristatus		Chirruping Wedgebill	Psophodidae							B10K		
8046	Psophodes nigrogularis		Western Whipbird	Psophodidae							B10K		
8047	Psophodes occidentalis		Chiming Wedgebill	Psophodidae							B10K		
8048	Psophodes olivaceus		Eastern Whipbird	Psophodidae		B10K	B10K	B10K		in_progress	B10K		
8078	Pterocles decoratus		Black-faced Sandgrouse	Pteroclidae							B10K		
8081	Pterocles indicus		Painted Sandgrouse	Pteroclidae							B10K		
8086	Pterocles quadricinctus		Four-banded Sandgrouse	Pteroclidae							B10K		
8087	Pterocles senegallus		Spotted Sandgrouse	Pteroclidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8098	Pterodroma externa	externa	Juan Fernandez Petrel	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8133	Pteruthius aenobarbus		Chestnut-fronted Shrike-babbler	Vireonidae							B10K		
8134	Pteruthius aeralatus		Blyth's Shrike-babbler	Vireonidae							B10K		
8135	Pteruthius annamensis		Dalat Shrike-babbler	Vireonidae							B10K		
8136	Pteruthius flaviscapis		Pied Shrike-babbler	Vireonidae							B10K		
8137	Pteruthius intermedius		Clicking Shrike-babbler	Vireonidae							B10K		
8138	Pteruthius melanotis		Black-eared Shrike-babbler	Vireonidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
8139	Pteruthius ripleyi		Himalayan Shrike-babbler	Vireonidae							B10K		
8140	Pteruthius rufiventer		Black-headed Shrike-babbler	Vireonidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8141	Pteruthius xanthochlorus		Green Shrike-babbler	Vireonidae							B10K		
8193	Ptiliogonys caudatus		Long-tailed Silky-flycatcher	Ptiliogonatidae							B10K		
8194	Ptiliogonys cinereus		Gray Silky-flycatcher	Ptiliogonatidae							B10K		
8210	Ptilopsis leucotis	granti	Northern White-faced Owl	Strigidae	Phase Genus	B10K				sample_collected	B10K	B10K	
8218	Ptilotula keartlandi		Grey-headed Honeyeater	Meliphagidae							B10K		
8226	Ptyonoprogne obsoleta		Pale Crag Martin	Hirundinidae							B10K		
8227	Ptyonoprogne rupestris	rupestris	Eurasian Crag Martin	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8230	Puffinus auricularis	newelli	Townsend's Shearwater	Procellariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8234	Puffinus heinrothi		Heinroth's Shearwater	Procellariidae							B10K		
8248	Pycnonotus barbatus	tricolor	Common Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8254	Pycnonotus cinereifrons		Ashy-fronted Bulbul	Pycnonotidae							B10K		
8262	Pycnonotus leucogenis	mesopotamia	Himalayan Bulbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8267	Pycnonotus nieuwenhuisii		Blue-wattled Bulbul	Pycnonotidae							B10K		
8276	Pycnonotus tympanistrigus		Spot-necked Bulbul	Pycnonotidae							B10K		
8298	Pyrgilauda theresae		Afghan Snowfinch	Passeridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8316	Pyrrhomyias cinnamomeus	cinnamomeus	Cinnamon Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8325	Pyrrhulopsis personatus		Masked Shining Parrot	Psittaculidae							B10K		
8326	Pyrrhulopsis splendens		Kadavu Shining Parrot	Psittaculidae							B10K		
8327	Pyrrhulopsis tabuensis	tabuensis	Red Shining Parrot	Psittaculidae	Phase Genus	B10K				sample_collected	B10K	B10K	
8362	Quiscalus major	major	Boat-tailed Grackle	Icteridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8369	Quoyornis georgianus		White-breasted Robin	Petroicidae							B10K		
8371	Rallicula forbesi		Forbes's Forest Rail	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8372	Rallicula leucospila		White-striped Forest Rail	Rallidae							B10K		
8374	Rallicula rubra		Chestnut Forest Rail	Rallidae							B10K		
8375	Rallina canningi		Andaman Crake	Rallidae							B10K		
8379	Rallus antarcticus		Austral Rail	Rallidae							B10K		
8388	Rallus madagascariensis		Madagascar Rail	Rallidae							B10K		
8389	Rallus semiplumbeus		Bogota Rail	Rallidae							B10K		
8399	Ramphocaenus melanurus		Long-billed Gnatwren	Polioptilidae	Phase Genus						B10K	B10K	
8401	Ramphocelus carbo	carbo	Silver-beaked Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8403	Ramphocelus flammigerus	icteronotus	Flame-rumped Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8408	Ramphocinclus brachyurus	sanctaeluciae	White-breasted Thrasher	Mimidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8426	Regulus ignicapilla	caucasica	Eurasian Firecrest	Regulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8435	Remiz consobrinus		Eastern Penduline Tit	Remizidae							B10K		
8436	Remiz macronyx		Black-headed Penduline Tit	Remizidae							B10K		
8437	Remiz pendulinus	caspius	European Penduline Tit	Remizidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8441	Rhadina bonelli	orientalis	Western Bonelli's Warbler	Phylloscopidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8446	Rhamphococcyx calyorhynchus		Yellow-billed Malkoha	Cuculidae							B10K		
8447	Rhaphidura leucopygialis		Silver-rumped Spinetailed Swift	Apodidae							B10K		
8448	Rhaphidura sabini		Sabine's Spinetailed Swift	Apodidae							B10K		
8461	Rhinopomastus aterrimus		Black Scimitarbill	Phoeniculidae							B10K		
8464	Rhinopomastus minor		Abyssinian Scimitarbill	Phoeniculidae							B10K		
8466	Rhinoptilus bitorquatus		Jerdon's Courser	Glareolidae							B10K		
8468	Rhinoptilus cinctus		Heuglin's Courser	Glareolidae							B10K		
8483	Rhipidura drownei		Brown Fantail	Rhipiduridae							B10K		
8485	Rhipidura euryura		White-bellied Fantail	Rhipiduridae							B10K		
8490	Rhipidura lepida		Palau Fantail	Rhipiduridae							B10K		
8494	Rhipidura malaitae		Malaita Fantail	Rhipiduridae							B10K		
8495	Rhipidura matthiae		Mussau Fantail	Rhipiduridae							B10K		
8496	Rhipidura nebulosa		Samoan Fantail	Rhipiduridae							B10K		
8497	Rhipidura nigritorquis		Philippine Fantail	Rhipiduridae							B10K		
8499	Rhipidura opistherythra		Long-tailed Fantail	Rhipiduridae							B10K		
8501	Rhipidura personata		Kadavu Fantail	Rhipiduridae							B10K		
8503	Rhipidura phoenicura		Rufous-tailed Fantail	Rhipiduridae							B10K		
8508	Rhipidura semirubra		Manus Fantail	Rhipiduridae							B10K		
8515	Rhizothera dulitensis		Hose's Partridge	Phasianidae							B10K		
8519	Rhodinocichla rosea		Rosy Thrush Tanager	Rhodinocichlidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
8532	Rhopospina alaudina	venturii	Band-tailed Sierra Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8533	Rhopospina caerulescens		Blue Finch	Thraupidae							B10K		
8534	Rhopospina carbonaria		Carbon Finch	Thraupidae							B10K		
8539	Rhynchocyclus brevirostris		Eye-ringed Flatbill	Pipromorphidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8540	Rhynchocyclus fulvipectus		Fulvous-breasted Flatbill	Pipromorphidae							B10K		
8541	Rhynchocyclus olivaceus	guianensis	Olivaceous Flatbill	Pipromorphidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8542	Rhynchocyclus pacificus		Pacific Flatbill	Pipromorphidae							B10K		
8543	Rhynchophanes mccownii		McCown's Longspur	Plectrophenacidae							B10K		
8544	Rhynchopsitta pachyrhyncha	pachyrhyncha	Thick-billed Parrot	Psittacidae	Phase Genus	B10K				sample_collected	B10K	B10K	
8550	Rhynchostruthus louisae		Somali Grosbeak	Fringillidae							B10K		
8551	Rhynchostruthus percivali		Arabian Grosbeak	Fringillidae							B10K		
8556	Rhyticeros cassidix		Knobbed Hornbill	Bucerotidae							B10K		
8559	Rhyticeros leucocephalus		Writhed Hornbill	Bucerotidae							B10K		
8564	Rhyticeros waldeni		Walden's Hornbill	Bucerotidae							B10K		
8573	Riparia paludicola	paludicola	Plain Martin	Hirundinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8578	Rollandia microptera		Titicaca Grebe	Podicipedidae							B10K		
8582	Rostratula australis		Australian Painted-snipe	Rostratulidae							B10K		
8585	Rougetius rougetii		Rouget's Rail	Rallidae							B10K		
8586	Rowettia goughensis		Gough Island Finch	Thraupidae							B10K		
8589	Rukia longirostra		Long-billed Rukia	Zosteropidae							B10K		
8590	Rukia ruki		Faichuk Rukia	Zosteropidae							B10K		
8594	Rynchops albicollis		Indian Skimmer	Laridae							B10K		
8595	Rynchops flavirostris		African Skimmer	Laridae							B10K		
8602	Salpinctes obsoletus		Boulder Wren	Troglodytidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8605	Saltator albicollis	striatipectus	Lesser Antillean Saltator	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8614	Saltator maximus	magnoides	Buff-throated Saltator	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8619	Saltatricula atricollis		Black-throated Saltator	Thraupidae							B10K		
8621	Salvadorina waigiuensis		Salvadori's Teal	Anatidae							B10K		
8622	Sapayoa aenigma		Sapayoa	Sapayoidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
8629	Saroglossa spilopterus		Spot-winged Starling	Sturnidae							B10K		
8630	Sarothrura affinis		Striped Flufftail	Sarothruridae							B10K		
8631	Sarothrura ayresi		White-winged Flufftail	Sarothruridae							B10K		
8632	Sarothrura boehmi		Streaky-breasted Flufftail	Sarothruridae							B10K		
8633	Sarothrura elegans		Buff-spotted Flufftail	Sarothruridae		B10K	B10K	B10K		in_progress	B10K		
8634	Sarothrura insularis		Madagascar Flufftail	Sarothruridae							B10K		
8635	Sarothrura lugens		Chestnut-headed Flufftail	Sarothruridae							B10K		
8636	Sarothrura pulchra		White-spotted Flufftail	Sarothruridae							B10K		
8637	Sarothrura rufa		Red-chested Flufftail	Sarothruridae							B10K		
8638	Sarothrura watersi		Slender-billed Flufftail	Sarothruridae							B10K		
8667	Schiffornis aenea		Foothill Schiffornis	Tityridae							B10K		
8668	Schiffornis major		Varzea Schiffornis	Tityridae							B10K		
8669	Schiffornis olivacea		Olivaceous Schiffornis	Tityridae							B10K		
8670	Schiffornis stenorhyncha		Russet-winged Schiffornis	Tityridae							B10K		
8671	Schiffornis turdina		Brown-winged Schiffornis	Tityridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8672	Schiffornis veraepacis	dumicola	Northern Schiffornis	Tityridae	Phase Genus						B10K	B10K	
8673	Schiffornis virescens		Greenish Schiffornis	Tityridae							B10K		
8679	Schoeniclus aureolus		Yellow-breasted Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8680	Schoeniclus chrysophrys		Yellow-browed Bunting	Emberizidae							B10K		
8681	Schoeniclus elegans		Yellow-throated Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8682	Schoeniclus pallasi		Pallas's Reed Bunting	Emberizidae							B10K		
8683	Schoeniclus pusillus		Little Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8684	Schoeniclus rusticus		Rustic Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8685	Schoeniclus rutilus		Chestnut Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8686	Schoeniclus schoeniclus		Eurasian Reed Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8687	Schoeniclus schoeniclus		Eurasian Reed Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8688	Schoeniclus siemsseni		Slaty Bunting	Emberizidae							B10K		
8689	Schoeniclus spodocephala		Black-faced Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8690	Schoeniclus sulphuratus		Japanese Yellow Bunting	Emberizidae							B10K		
8691	Schoeniclus tristrami		Tristram's Bunting	Emberizidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8692	Schoeniclus variabilis		Grey Bunting	Emberizidae							B10K		
8693	Schoeniclus yessoensis		Japanese Reed Bunting	Emberizidae							B10K		
8696	Schoeniophylax phryganophilus	phryganophilus	Chotoy Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8697	Schoeniparus brunneus		Dusky Fulvetta	Pellorneidae							B10K		
8699	Schoeniparus cinereus		Yellow-throated Fulvetta	Pellorneidae							B10K		
8700	Schoeniparus dubius	mandellii	Rusty-capped Fulvetta	Pellorneidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8703	Schoutedenapus myoptilus		Scarce Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8704	Schoutedenapus schoutedeni		Schouteden's Swift	Apodidae							B10K		
8712	Scleroptila gutturalis		Orange River Francolin	Phasianidae							B10K		
8716	Scleroptila streptophora		Ring-necked Francolin	Phasianidae							B10K		
8717	Sclerurus albigularis		Gray-throated Leaftosser	Scleruridae							B10K		
8718	Sclerurus caudacutus		Black-tailed Leaftosser	Scleruridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8719	Sclerurus guatemalensis		Scaly-throated Leaftosser	Scleruridae	Phase Genus						B10K	B10K	
8720	Sclerurus mexicanus		Tawny-throated Leaftosser	Scleruridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
8721	Sclerurus rufigularis		Short-billed Leaftosser	Scleruridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8722	Sclerurus scansor		Rufous-breasted Leaftosser	Scleruridae							B10K		
8724	Scolopax celebensis		Sulawesi Woodcock	Scolopacidae							B10K		
8727	Scolopax rochussenii		Moluccan Woodcock	Scolopacidae							B10K		
8728	Scolopax rosenbergii		New Guinea Woodcock	Scolopacidae							B10K		
8729	Scolopax rusticola	rusticola	Eurasian Woodcock	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8730	Scolopax saturata		Javan Woodcock	Scolopacidae							B10K		
8733	Scotopelia bouvieri		Vermiculated Fishing Owl	Strigidae							B10K		
8780	Seicercus amoenus		Kolombangara Leaf Warbler	Phylloscopidae							B10K		
8782	Seicercus borealoides		Sakhalin Leaf Warbler	Phylloscopidae							B10K		
8785	Seicercus calciatilis		Limestone Leaf Warbler	Phylloscopidae							B10K		
8786	Seicercus cantator		Yellow-vented Leaf Warbler	Phylloscopidae							B10K		
8788	Seicercus cebuensis	luzonensis	Lemon-throated Leaf Warbler	Phylloscopidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
8789	Seicercus claudiae		Ticehurst's Leaf Warbler	Phylloscopidae							B10K		
8791	Seicercus emeiensis		Emei Leaf Warbler	Phylloscopidae							B10K		
8793	Seicercus goodsoni		Hartert's Leaf Warbler	Phylloscopidae							B10K		
8795	Seicercus hainanus		Hainan Leaf Warbler	Phylloscopidae							B10K		
8798	Seicercus klossi		White-tailed Leaf Warbler	Phylloscopidae							B10K		
8799	Seicercus laetus		Red-faced Woodland Warbler	Phylloscopidae							B10K		
8802	Seicercus magnirostris		Large-billed Leaf Warbler	Phylloscopidae							B10K		
8806	Seicercus occipitalis		Western Crowned Leaf Warbler	Phylloscopidae							B10K		
8807	Seicercus ogilviegranti		Kloss's Leaf Warbler	Phylloscopidae							B10K		
8808	Seicercus olivaceus		Philippine Leaf Warbler	Phylloscopidae							B10K		
8812	Seicercus presbytes		Timor Leaf Warbler	Phylloscopidae							B10K		
8813	Seicercus reguloides		Blyth's Leaf Warbler	Phylloscopidae							B10K		
8814	Seicercus ricketti		Sulphur-breasted Leaf Warbler	Phylloscopidae							B10K		
8815	Seicercus ruficapilla		Yellow-throated Woodland Warbler	Phylloscopidae							B10K		
8820	Seicercus trivirgatus		Mountain Leaf Warbler	Phylloscopidae							B10K		
8821	Seicercus trochiloides		Greenish Leaf Warbler	Phylloscopidae		B10K	B10K	B10K		in_progress	B10K		
8838	Selenidera piperivora	culik	Guianan Toucanet	Ramphastidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
8868	Serinus nigriceps		Ethiopian Siskin	Fringillidae							B10K		
